,molecule,logp,logd,dataset_type
7292,O=C(Oc1ccc2c(c1)OCCC2=O)c1ccccc1,,3.6,train
7293,O=C(O)c1cccc(Cl)c1,2.68,,train
7294,CC(=O)Nc1ccc(Cl)cc1,2.09,,train
7295,CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)C(CO)c1ccccc1)C2,,-0.66,train
7296,O=C(NCc1ccccc1)c1ccco1,1.81,,train
7297,CN=C1SC(=Cc2ccc([N+](=O)[O-])o2)C(=O)N1C,1.42,,train
7298,CSc1ccc(C=C(C#N)C#N)o1,2.45,,train
7299,CCCCOC(=O)COc1cc(Cl)c(Cl)cc1Cl,4.81,,train
7300,COc1cc(=NS(=O)(=O)c2ccc(N)cc2)[nH]c(OC)n1,1.63,0.2,train
7301,CN(C)c1ccc(N=Nc2ccccc2)cc1,4.58,,train
7302,COc1cc2c(=Nc3ccc(Cl)cc3F)[nH]cnc2cc1OCC1CCNCC1,,1.1,train
7303,CCCCCCCc1nn[nH]n1,2.01,,train
7304,CN(C(=O)Cc1ccc(Cl)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,,3.5,train
7305,COc1ccc(COCc2cccc(CN3CCOCC3)c2)cc1,2.83,,train
7306,N=c1[nH]ccs1,0.38,,train
7307,CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(NC(=O)Cn2c(O)ccc2O)c1=O)C(=O)C(F)(F)F,,0.96,train
7308,CC(C)NCC(COc1cccc2ccccc12)OS(=O)(=O)O,1.16,,train
7309,O=C(O)c1c(Sc2ccccc2)c2cc(Cl)ccc2n1Cc1ccc(Cl)cc1,,2.96,train
7310,CNCCO,-0.94,,train
7311,CCOP(=O)(NC(C)C)Oc1ccc(SC)c(C)c1,3.23,,train
7312,COC(=O)C=CC(=O)Nc1ccc2c(O)c(O)c3ccccc3c2c1,,2.72,train
7313,CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C,3.41,,train
7314,COc1cc(C)c(Cc2c[nH]c(=N)[nH]c2=N)cc1OCc1ccccc1,2.69,,train
7315,O=c1cc(C(O)O)oc2ccc(Cl)cc12,1.77,,train
7316,CCN1CCN(C(=O)NC(C(=O)NC2C(=O)N3C2SC(C)(C)C3C(=O)O)c2ccccc2)C(=O)C1=O,0.5,,train
7317,COc1ccc2ncc(=O)n(CCN3CC[C@H](NCc4cc5c(cn4)OCCO5)[C@@H](OC)C3)c2c1,,1.25,train
7318,CCCNC(=O)c1ccsc1,1.65,,train
7319,Oc1ccc(O)n1-c1cc(Cl)cc(Cl)c1,1.4,,train
7320,CC(C)Oc1c(C(=O)N=c2nn[nH][nH]2)sc(Br)c1Br,1.85,,train
7321,C[C@H](CO)N=c1[nH]c(SCc2ccccc2)nc2[nH]c(=O)[nH]c12,,2.75,train
7322,CCCOc1ccc([N+](=O)[O-])c(S(C)(=O)=O)c1,1.1,,train
7323,CC[C@H](NC(=O)c1c([S+](C)[O-])c(-c2cccs2)nc2ccccc12)c1ccccc1,,3.56,train
7324,O=[N+]([O-])c1nccn1CC(O)CF,-0.52,,train
7325,CCC(=O)n1c(=O)n(C2CCN(CCC(c3ccccc3)c3ccccc3)CC2)c2ccccc21,4.8,,train
7326,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1CCCC1C(=O)O,0.07,,train
7327,CCOC(=O)c1cncnc1,0.52,,train
7328,Cc1ccc(S(=O)(=O)c2ccccc2)cc1,,2.74,train
7329,O=[N+]([O-])c1ccccc1[N+](=O)[O-],1.69,,train
7330,CC(C)N=c1[nH]c(Cl)nc(=NC2CC2)[nH]1,3.06,,train
7331,CCOC(=O)C(C)c1ccc(-n2sc3ccccc3c2=O)cc1,3.91,,train
7332,Oc1cccnc1,0.48,,train
7333,Oc1ccc(-c2nc3ccccc3nc2-c2ccc(O)cc2)cc1,,2.7,train
7334,CCCCCOCc1cccc(NC(=O)OCCN2CCCCC2)c1,4.2,,train
7335,O=C(COc1ccc(OCCNCC(O)COc2ccccc2)cc1)NCCCO,0.5,,train
7336,CC(C)(C)COC(N)=O,0.94,,train
7337,COCCN1CCC(Cc2ccc(C(=O)NCc3c[nH]c(C#N)nc3=NCC(C)(C)C)cc2)CC1,,3.5,train
7338,COc1ccc2ncc(=O)n(CCN3CC[C@@H](NCc4cc5c(cn4)OCCO5)[C@@H](O)C3)c2c1,,0.78,train
7339,CC1=NC(C)(c2cccc(-c3cccnc3)c2)N=C1N,,1.7,train
7340,NC(=O)CCn1nnc2ccccc21,0.27,,train
7341,CC(C)OC(=O)C1(S(=O)(=O)c2ccc(Cl)cc2)CCCC1,3.16,,train
7342,CC(=O)N=c1[nH]c2cc3sc(=NC(C)=O)[nH]c3cc2s1,3.13,,train
7343,O=C(NC1Cc2ccccc2N(C[C@@H](O)CO)C1=O)c1cc2cc(Cl)ccc2[nH]1,,3.4,train
7344,O=C1CCOc2nc(CCc3ccccc3)ccc21,,2.5,train
7345,Cc1cccc(C(=O)O)c1,2.37,,train
7346,O=C(NCCCN1CCCCC1)C(c1ccccc1)c1ccccc1,,1.33,train
7347,Nc1ccc(C(=O)Oc2cccc(Cl)c2)c(O)c1,3.9,,train
7348,N=c1[nH]c(NCCO)c(Cl)nc1[N+](=O)[O-],0.12,,train
7349,COCCNC(=O)Cn1ccnc1[N+](=O)[O-],-0.77,,train
7350,Nc1ccc(Oc2ccc(N)cc2)cc1,1.36,,train
7351,CCN(CC)CCN(C=O)c1c(C)cccc1C,3.21,,train
7352,N#Cc1ccc(OC(=O)CNC(=O)c2ccccc2)cc1,2.11,,train
7353,Nc1cccc2cc3ccccc3cc12,3.69,,train
7354,CCCCCOc1ccc(NC(=O)OCCN2CCCCC2)cc1,4.9,,train
7355,c1ccc2cnccc2c1,2.08,1.6,train
7356,Cc1nonc1-c1ccccc1,2.59,,train
7357,O=[N+]([O-])c1ccc2cccnc2c1,1.82,,train
7358,CCCC(NC(C)=O)C(=O)OC,0.33,,train
7359,O=[N+]([O-])c1cccc(S(=O)(=O)O[Na])c1,-2.61,,train
7360,O=C(Oc1ccc2cc(-c3nc4ccccc4s3)c(=O)oc2c1)c1ccccc1,5.7,,train
7361,CCCCCCCOc1cccc(NC(=O)OCCN2CCOCC2)c1,5.28,,train
7362,O=c1c2sccc2n(CC2COc3ccccc3O2)c(=O)n1O,,1.44,train
7363,CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccc(O)cc3)C2SC1,,-0.86,train
7364,COc1ccc(C(C)=O)cc1COC(=O)c1cc(Cl)ccc1Cl,4.45,,train
7365,O=C(O)c1ccc(Cl)cc1Nc1cccc(Br)c1,5.16,,train
7366,CCCCCn1nnc2ccccc21,3.22,,train
7367,CCCCCCC(C)=NN=C(N)N,2.08,,train
7368,CN=c1[nH]cnc2c1ncn2C1CC(O)C(CO)O1,-0.19,,train
7369,COc1ccc2ncc(F)c(CCN3CCC(NCc4ccc5c(n4)NC(=O)CO5)CC3)c2n1,,1.78,train
7370,CS(=O)c1sc(C#N)c(Cl)c1C#N,2.15,,train
7371,COCCC(Oc1ncnc2c1cnn2-c1ccccc1Cl)C(=O)N=c1ccc(C)c[nH]1,,3.6,train
7372,CNC(=O)Oc1ccc(C(C)C)c(C)c1,3.11,,train
7373,CC(O)CC(F)(F)F,0.71,,train
7374,CCOc1ccc(C2(C(=O)OC)CC(F)(F)C2(F)F)cc1,4.06,,train
7375,CN1CCOC(O)(c2cccc(C(F)(F)F)c2)C1,1.39,,train
7376,CC12CC3CC(C)(C1)CC(N)(C3)C2,3.28,0.06,train
7377,CCC(=O)OCCOc1ccc(C=NO)cc1OC,1.52,,train
7378,C[C@@H]1C2CCCC1(c1cccc(O)c1)CCN2C,,0.52,train
7379,N#Cc1nc(N2CCCCC2)c(N)c(N2CCOCC2)n1,,2.71,train
7380,COC(=O)C1=C(C)N=C(C)C(C(=O)OC(C)C)[C@@H]1c1cccc2nonc12,,3.77,train
7381,Cc1[nH]c(=O)[nH]c(=O)c1N(CCF)CCCl,0.85,,train
7382,NC(=O)Nc1sc(-c2ccc(CNC3CCCC3)cc2)cc1C(N)=O,,1.22,train
7383,CC(C)CNC(=O)Nc1ccc(Cl)c(Cl)c1,4.48,,train
7384,S=C1NCCN1,-0.66,,train
7385,C#CCC(C(=O)N=C(Cc1cc[nH]c1O)CCC(O)OCC)n1cccc(NC(=O)c2cc(C)on2)c1=O,,1.75,train
7386,Cc1c[nH]cn1,0.23,,train
7387,NC(=O)CF,-1.05,,train
7388,CCCN(CCC)C(=O)SCC,3.21,,train
7389,CC(c1ccccn1)n1[nH]c(=O)c2[nH]c3cc(Cl)ccc3c(=O)c2c1=O,,0.51,train
7390,O=[N+]([O-])c1nccn1CCC(O)CO,-0.9,,train
7391,CC1(O)CN(S(=O)(=O)c2ccc3c(C(=O)NC[C@@H](O)CN4CCC(Oc5ccc(Cl)c(Cl)c5)CC4)c[nH]c(=O)c3c2)C1,,2.54,train
7392,CSc1nnc(CC(C)C)c(=O)n1N,1.39,,train
7393,Cc1ncc([N+](=O)[O-])n1C,0.31,,train
7394,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(C2CCNCC2)ccc1Cl,,1.58,train
7395,CC(C)Oc1ccc(CC#N)cc1,2.53,,train
7396,Nc1ccc(Cl)c(-c2nc3ncccc3o2)c1,,1.97,train
7397,Cc1cc(C)c(S(=O)(=O)c2ccc(N)cc2)c(C)c1,3.06,,train
7398,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7COC(=O)C7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,1.36,,train
7399,CCc1nc2sc(C#N)c(N)n2c(=O)c1C#N,2.09,,train
7400,COc1ccc(Cl)c(C(=O)NCC23CC4CC(CC(C4)C2)C3)c1,,4.39,train
7401,Cc1ccc(NC(=O)c2ccnc(N3CCOCC3)c2)cc1N=c1cc[nH]c(OCC(C)(C)CN(C)C)n1,,2.2,train
7402,COc1cc2[nH]cnc(=Nc3ccc(F)c(Cl)c3)c2cc1OCCCN(C)C,,2.9,train
7403,COP(=O)(Oc1cc(Cl)c(Br)cc1Cl)c1ccccc1,4.58,,train
7404,O=[N+]([O-])c1ccc(ON=Cc2cc(Br)c(O)c(Br)c2)c([N+](=O)[O-])c1,3.3,,train
7405,CCCCCCCCCCCCS(=O)(=O)O[Na],0.96,,train
7406,COc1cccc(CNC(=O)C2(O)C(C)CC3C4CC=C5CC(=O)C=CC5(C)C4(F)C(O)CC32C)c1,3.27,,train
7407,CCC(C(=O)NC(N)=O)(C(=O)OC)c1ccccc1,1.58,,train
7408,S=C1CCCO1,0.6,,train
7409,O=C(O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],3.7,,train
7410,CC(=O)NC(C)C(=O)N1CCCC1C(=O)NC(C)C(=O)NC(C)(C)C,-0.39,,train
7411,CC(C)C=NCC(=O)NC(=O)C=[NH+][NH-],0.37,,train
7412,Cc1[nH]cnc1CSCCNc1[nH]ccc(=O)c1[N+](=O)[O-],-0.2,,train
7413,CCC(C)C(=O)OC1CC(O)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,2.42,,train
7414,Cc1cc(=Nc2nc(O[C@@H](C)c3ccc(F)cn3)c(C#N)nc2C)[nH][nH]1,,2.86,train
7415,COc1ccc(C(C)NCCC(c2ccccc2)c2ccccc2)cc1OC,5.8,,train
7416,O=C(O)CCn1nnc2ccccc21,-0.63,,train
7417,CCCCOc1ccnc(C=CC2=CC([N+](=O)[O-])O2)n1,2.04,,train
7418,[O-][n+]1[nH]c(=NCCCCCCN=c2c3ccccc3[nH]c3ccccc23)[n+]([O-])c2ccccc21,1.69,,train
7419,Cc1cc(=Nc2cc[nH]c(=NCc3cc(C4CC4)no3)n2)[nH][nH]1,,2.5,train
7420,CNC(=O)OCc1c2n(c3c(O)cc(OC)c(O)c13)CC=C2OC(C)=O,1.19,,train
7421,COc1cccc(NC(=O)N(CCCl)N=O)c1,2.66,,train
7422,CC#CC#Cc1ccc(C#CC(Cl)COC(C)=O)s1,4.6,,train
7423,CC(C)C(C)O,1.28,,train
7424,N=c1[nH]c2ccccc2n1C(=O)c1ccccc1,,1.56,train
7425,Clc1cccc2c(Cl)cccc12,4.67,,train
7426,COc1ccc(C(=O)NCCN2CCN(Cc3ccc(Cl)c(Cl)c3)CC2)cc1Cl,,3.74,train
7427,Cc1cnc(-c2ccc(C(C)C(=O)O)cc2F)s1,3.55,,train
7428,O=S(=O)(Nc1cccc(C(F)(F)F)c1)C(F)(F)F,4.5,,train
7429,CCC(C)C(N)C(=O)O,-1.7,,train
7430,O=c1[nH]c2cc(Cl)ccc2o1,,2.16,train
7431,NS(=O)(=O)c1nc2ccc(OCc3ccccc3)cc2s1,3.18,,train
7432,O=c1ccocc1O,-0.92,,train
7433,CN1C(=O)CC(C)(CCc2cccc(-c3ccccc3)c2)N=C1N,,2.03,train
7434,CCCCC(C)O,1.76,,train
7435,Nc1ccc(C(=O)NN=Cc2ccccc2O)cc1,2.16,,train
7436,NC(Cc1ccc(O)cc1)C(=O)N1CCCC1C(=O)NCC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O,-1.25,,train
7437,ClC(Cl)C(c1ccccc1)c1ccccc1,4.51,,train
7438,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCCSCCOCCc3ccccc3)c2s1,,2.3,train
7439,CN(C)C(=O)Nc1ccc(Oc2nnn(C3CCCCC3)n2)cc1,2.67,,train
7440,COc1cccc(C(=O)NP(=O)(N2CC2)N2CC2)c1,0.86,,train
7441,CC(=O)Nc1ccc(F)cc1,1.47,,train
7442,COC(=O)c1c(Cl)nn(C)c1S(=O)(=O)NC(=O)N=c1nc(OC)cc(OC)[nH]1,-0.02,,train
7443,C1CCC(C2CO2)CC1,2.43,,train
7444,CC1(C)C2CCC(CN)C1C2,2.05,,train
7445,COCCNC(=O)c1ccc(N=c2nc3ccc(-c4cccnc4)cc3c[nH]2)cc1,,3.11,train
7446,COC(=O)C1C(C=C(C)C)C1(C)C,3.76,,train
7447,Cc1ncnc2c1ncn2C1CCC(CO)O1,-0.12,,train
7448,CN1C(=O)CN=C(c2ccccc2Cl)c2cc(Cl)ccc21,3.12,,train
7449,CSCCC(NC(C)=O)C(=O)NC(C(N)=O)C(C)C,-0.28,,train
7450,NC(=O)CCCc1ccncc1,-0.09,,train
7451,CCn1ccc(=O)c(O)c1C,-0.31,,train
7452,Oc1ccc2nc(-c3ccccc3)sc2c1,,3.99,train
7453,CN=C(NCCSCc1[nH]cnc1C)N[N+](=O)[O-],0.18,,train
7454,CC(Oc1ccccc1)C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,2.2,,train
7455,CCCC(O)CCC,2.22,,train
7456,CCN(C)N=Nc1ccccc1C(N)=O,2.59,,train
7457,CCC(CC)NC(=O)c1cn(-c2ccccc2)[nH]c1=NS(=O)(=O)c1ccc(C)cc1,,2.51,train
7458,Cc1cc(=NS(=O)(=O)c2ccc(N)cc2)[nH]c(C)n1,-0.33,,train
7459,O=C(O)C1CCCCC1,1.96,,train
7460,CN=C(NC#N)NCCSCc1nccs1,0.89,,train
7461,CCN(CC)C(=O)SCc1ccc(Cl)cc1,3.4,,train
7462,CCOCC1CO1,0.36,,train
7463,CN(C)c1ccccc1,2.31,,train
7464,COc1cc(N=c2cc(Oc3ccc(C)nc3)cc[nH]2)cc(OC)c1OC,,3.21,train
7465,CC(C)C(=O)NS(=O)(=O)c1ccccc1N,1.17,,train
7466,N=c1[nH]cnc2c1nc(SCc1ccccc1)n2C1OC2COP(=O)(OCc3ccccc3)OC2C1O,1.92,,train
7467,COc1cc(C(=O)NS(=O)(=O)c2ccccc2)ccc1Cn1ccc2ccc(C(=O)NCC3CCCC3)cc21,,1.93,train
7468,C#CCOc1c(Cl)cc(N=CNOc2ccc(C)cc2)cc1Cl,4.8,,train
7469,Cc1ccccc1-n1c(O)ccc1O,0.29,,train
7470,CC(C)(C)CO,1.31,,train
7471,CCc1cnc(-c2ccc(C(C)C(=O)O)cc2Cl)s1,4.39,,train
7472,O=c1ccc2ccc(O)cc2o1,1.58,,train
7473,CCNC(=O)N=c1[nH]c2ccc(-c3cccnc3)cc2[nH]1,,2.34,train
7474,CCCCCNC(=O)CCC(NS(=O)(=O)c1ccccc1)C(=O)O,0.03,,train
7475,Cn1cnc2[nH]cnc(=N)c21,-0.03,,train
7476,CCOC(=O)c1ccc(OCC2CCN(c3ccc(C)nn3)C2)cc1,,3.44,train
7477,CCCCSCS(=O)CC(C)NC(=O)C=Cc1c(C)[nH]c(=O)[nH]c1=O,0.82,,train
7478,CCOP(=S)(OCC)Oc1ccc(SC)cc1C,4.16,,train
7479,C[C@@H]1CN(C(=O)OC(C)(C)C)CCN1c1ncc(OCC2CCN(S(C)(=O)=O)CC2)cn1,,3.5,train
7480,Cc1cn([C@H]2CCCN(S(=O)(=O)c3ccc(O)c(Oc4cc(F)cc(Cl)c4)c3)C2)c(=O)[nH]c1=O,,2.35,train
7481,CCC(=O)OCC(=O)C1(OC(=O)CC)C(C)CC2C3CC(F)=C4CC(=O)C(Cl)=CC4(C)C3(F)C(O)CC21C,4.22,,train
7482,CCCC(=O)C=Cc1ccc(O)c(O)c1,2.61,,train
7483,NC(=O)c1c(Cl)cccc1Br,1.0,,train
7484,Cc1[nH]oc(=O)c1N=Nc1ccccc1Cl,2.6,,train
7485,Cc1nc(C)c(C(=O)NC(Cc2cccc(Cl)c2)C(=O)NCC#N)s1,,2.0,train
7486,Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O,,0.94,train
7487,CCCCO[N+](=O)[O-],2.15,,train
7488,O=C(OCC(=O)N1CCCCC1)c1ccccc1,1.95,,train
7489,CC(C)(C)NC(=O)C=Cc1ccc([N+](=O)[O-])o1,2.33,,train
7490,COC(=O)c1cccnn1,-0.43,,train
7491,CCCCCc1ccc(N)cc1,3.39,,train
7492,CCn1c(=O)c2c(-c3cc(C#N)cn3C)n(Cc3ccnc4ccc(Cl)cc34)nc2n(CC2CC2)c1=O,,4.13,train
7493,Cc1cc2c(F)c(Oc3ncnn4cc(OC[C@@H](C)OC(=O)C(C)N)c(C)c34)ccc2[nH]1,,3.19,train
7494,CCC1COC(Cn2cncn2)(c2ccc(-n3cncn3)cc2Cl)O1,1.28,,train
7495,CCOP(=O)(Cc1ccc(CP(=O)(OCC)OCC)o1)OCC,3.25,,train
7496,c1ccc2c(c1)ccc1ncccc12,3.43,,train
7497,Nc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2)cc1,2.71,,train
7498,COc1ccc(S(=O)(=O)n2c(=O)n(S(=O)(=O)c3ccc(OC)cc3)c3ccccc32)cc1,5.22,,train
7499,CN1C(=O)CN=C(c2ccccc2F)c2cc(F)ccc21,2.41,,train
7500,COc1cc(N2CC3COCC(C2)N3)ccc1N=c1nc(-c2cnc3ccccn23)c(Cl)c[nH]1,,3.0,train
7501,N=c1[nH]nc(Cc2ccccc2)o1,0.95,,train
7502,CN(C)c1cccc([N+](=O)[O-])c1,2.16,,train
7503,CC(C)N(C=Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1)C(C)C,0.01,,train
7504,CC(C)OC(=O)c1cn(Cc2c(F)cccc2F)c2sc(-c3ccc(NC(=O)C(C)C)cc3)c(CN(C)Cc3ccccc3)c2c1=O,,3.5,train
7505,CC(=O)NC(CCC(N)=O)C(=O)NC(CC(C)C)C(N)=O,-1.32,,train
7506,Cc1cc(C)cc(-c2[nH]c3ccc(C(C)(C)C(=O)N4C5CCC4CC5)cc3c2[C@H](C)CNCCc2ccncc2)c1,,4.35,train
7507,Cc1ncc(-c2cc[nH]c(=Nc3ccc(N4CCN(C(=O)CO)CC4)cc3)n2)n1C(C)C,,1.69,train
7508,O=C1C=NC(c2ccc(Cl)cc2)c2cc(Br)ccc2N1,3.78,,train
7509,c1cc2snnc2c2c1CCNC2,1.35,,train
7510,Cc1ccc(C(=O)C(C)CN2CCCCC2)cc1,3.65,1.65,train
7511,CCCCCn1cnc2c(=NC(C)=O)[nH]cnc21,0.98,,train
7512,CC(C)(C(N)=O)C(=O)NCCCN=c1[nH]c(=Nc2cccc(NC(=O)N3CCCC3)c2)[nH]cc1Br,,2.32,train
7513,CC1(C(=O)Nc2ccc(Cl)c(Cl)c2)CC1,3.63,,train
7514,O=C(Cc1ccccc1)Nc1ccccc1[N+](=O)[O-],2.73,,train
7515,CC(=O)NC(CC(N)=O)C(N)=O,-2.41,,train
7516,CCC(CC)C1=NS(=O)(=O)c2ccccc2N1,1.88,,train
7517,N=c1[nH]c(=N)c2nc(-c3ccc(O)cc3)c(=N)[nH]c2[nH]1,0.92,,train
7518,Clc1cc2oc3cc(Cl)c(Cl)cc3c2cc1Cl,6.53,,train
7519,COc1c(OC)c(OC(C)=O)c2cc(C#N)ccc2c1OC(C)=O,2.28,,train
7520,Clc1ccc(-c2c(Cl)ccc(Cl)c2Cl)c(Cl)c1Cl,7.04,,train
7521,CCOP(=O)(SC(C)CC)SC(C)CC,3.9,,train
7522,C=CC(=O)Nc1ccc(C)cc1,,2.25,train
7523,COc1cccc(C(=O)O)c1O,1.94,,train
7524,Cc1ccc(S(=O)(=O)NC(=O)N2CCC(N3CCC(Oc4ccc(Cl)c(C)c4Cl)CC3)CC2)cc1,,2.2,train
7525,NCCCNC(=O)c1ccccc1,0.3,,train
7526,CON(C)C(=O)Nc1ccc(OCCc2ccc(C)cc2)cc1,3.81,,train
7527,CCc1ccc(OC(=O)NC)cc1,2.23,,train
7528,N=c1cncc(Cl)[nH]1,0.95,,train
7529,OCc1cc(Br)cc(Br)c1O,2.72,,train
7530,OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,-3.7,,train
7531,N=c1nc(C(Cl)(Cl)Cl)[nH]c(=N)[nH]1,1.24,,train
7532,CC1(C)N=C(N)N=C(N)N1c1cccc(COc2cccc(NC(N)=O)c2)c1,0.9,,train
7533,C[C@@H](NC(=O)C1CCNCC1)c1ccc(N=c2nc3ccc(-c4ccncc4)cc3c[nH]2)cc1,,0.4,train
7534,COc1cc(C(=O)Nc2ccccc2C(C)(C)C)cc(OC)c1OC,3.61,,train
7535,Cc1cc2c(s1)=Nc1ccccc1NC=2N1CCN(C)CC1,3.0,2.19,train
7536,CCC(C)C1(CC)C(=O)NC(=O)NC1=O,1.65,,train
7537,CC(=O)Nc1cccc(Cl)c1Cl,2.09,,train
7538,Oc1c2c(c(O)n1CCCCN1CCN(c3ncccn3)CC1)C1C=CC2C1,1.36,,train
7539,CC(=O)Nc1ccc(N(C)C)cc1,1.0,,train
7540,COc1ccc(Cl)c(Cl)c1Cl,3.74,,train
7541,COc1ccccc1N1CCNCC1,1.67,,train
7542,NS(=O)(=O)O,0.101,,train
7543,COC(=O)Nc1cccc(OC)c1,1.92,,train
7544,Cc1ccc2ccccc2c1C,4.31,,train
7545,COc1cccc2c(O)c3c(O)c4c(c(O)c3c(N)c12)C(OC1CC(N2CCOCC2)C(O)C(C)O1)=CC(O)(C(O)CO)C4,1.43,,train
7546,CC(=O)Nc1ccc2nccnc2c1,1.0,,train
7547,N#CCCN(CCC#N)N=O,0.08,,train
7548,CN(C)C(=O)c1ccsc1,0.55,,train
7549,CC(C)c1csc(-c2ccc(C(C)C(=O)O)cc2)n1,4.29,,train
7550,C#CCC(O)(c1ccccc1)c1cccnc1,1.67,,train
7551,CC(=O)Nc1cccc(I)c1,2.64,,train
7552,C=c1[nH]cc(CO)c(=CNNC(=O)c2cccs2)c1=O,2.11,,train
7553,CCCC(=NOCC)C1C(=O)CC2(CCC(CC)CC2)OC1=O,4.48,,train
7554,CCN(CC)CCCC(C)N=c1cc[nH]c2cc(Cl)ccc12,4.63,,train
7555,O=C(NCCCO)C(F)(F)Cn1cnc([N+](=O)[O-])n1,-0.63,,train
7556,O=C(Nc1ccc(Br)cc1)c1ccccc1O,4.51,,train
7557,FC(F)(F)c1ccc(C(F)(F)F)cc1,3.83,,train
7558,O=C(OCC1CCC(n2cnc3c(=O)[nH]cnc32)O1)c1ccccc1,0.66,,train
7559,O=C(Nc1ccc(N2CCOCC2)nc1)c1n[nH]c(=Nc2ccc(F)c(F)c2)o1,,2.9,train
7560,N=c1cccc[nH]1,0.48,,train
7561,CCCCNC(=O)Cn1cnc([N+](=O)[O-])n1,0.89,,train
7562,CC1=C(C(=O)Nc2ccccc2-c2ccccc2)SCCO1,2.54,,train
7563,Cc1ccc(C(=O)CCN2CCCCC2)c(C)c1,3.71,,train
7564,COc1nc(C)cc(-n2[nH]c(C)cc2=O)n1,1.03,,train
7565,c1ccc(-c2c[nH]c(SCCc3c[nH]cn3)n2)cc1,2.62,,train
7566,CC(=O)OCCCS(=O)(=O)c1ccc(S(N)(=O)=O)s1,0.17,,train
7567,COc1cc(N=c2[nH]cc(C)s2)[nH]c(=NC(C)c2ncc(F)cn2)n1,,2.99,train
7568,O=C(COCc1cscn1)N1CCN(c2ccc(Cl)cc2Cl)CC1,,3.07,train
7569,c1ccc(N=c2cccc[nH]2)cc1,2.75,,train
7570,Cc1cccc(Nc2ccccc2C(=O)O)c1,4.88,,train
7571,Cc1cc([N+](=O)[O-])c2ccccc2[n+]1[O-],1.25,,train
7572,COc1ccco1,1.44,,train
7573,CCCCN(SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2)C(=O)OC,4.6,,train
7574,CC(CCC(=O)NCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,2.25,,train
7575,CCOC(=O)CN1C(=O)CC1Sc1ccc2ccccc2c1,3.4,,train
7576,O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(F)c(Cl)c1F,4.56,,train
7577,NCCCN,-1.43,,train
7578,Nc1cccc2c1Cc1ccccc1-2,3.18,,train
7579,CNc1c(NCCSCc2[nH]cnc2C)c(=O)c1=O,-0.08,,train
7580,ClCC1(C(Cl)Cl)C2C(Cl)CC1(C(Cl)Cl)C(Cl)C2Cl,5.19,,train
7581,O=C(Cc1ccccc1)c1ccc(O)cc1O,,3.09,train
7582,N#CN=[N+]([O-])c1cc[n+]([O-])cc1,-0.41,,train
7583,CC1(C)C2CCC1(C)C(O)C2,2.69,,train
7584,Cc1ccccc1C(=O)N(NC(=O)c1ccccc1)C(C)(C)C,2.75,,train
7585,CCCC(=O)OCn1cc(F)c(=O)[nH]c1=O,0.47,,train
7586,CC1(C)N=C(N)N=C(N)N1c1ccc(OCC(=O)N2CCOCC2)cc1,-1.18,,train
7587,CC(=O)Nc1ccc(Cl)cc1C(F)(F)F,1.98,,train
7588,CCCC(=NC(=O)C(Cc1ccccc1)NS(=O)(=O)N1CCN(C)CC1)C(=O)NC(CC1CCCCC1)C(=O)C(F)(F)C(=O)NCCN1CCOCC1,2.73,,train
7589,Oc1c(Cl)cc(Cl)c(Cl)c1Cl,4.45,,train
7590,O=C(COc1ccc2ccccc2c1)N1CCN(S(=O)(=O)c2ccc3c(c2)OCCO3)CC1,4.47,,train
7591,Cc1ccccc1OC(=O)c1ccc(N)cc1O,3.14,,train
7592,CCOC(=O)c1c[nH]c2c(c(C)nn2C)c1=Nc1cccc(Cl)c1,2.27,,train
7593,CCOC(=O)C(N)Cc1ccc(O)c(O)c1,0.28,,train
7594,COC(=O)c1cnc(C)cn1,0.17,,train
7595,CN(C)C(=O)CCc1ccco1,0.62,,train
7596,CC1CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(=O)CC2(C)C1(O)C(=O)CCl,2.61,,train
7597,CCOC(=O)C(C(=O)OCC)=C(C(=O)OCC)C(=O)OCC,2.63,,train
