,molecule,logp,dataset_type
8424,O=c1[nH]c(=O)n(C2CCC(CO)O2)cc1Br,-0.99,train
8425,Oc1ccccc1C(F)(F)F,2.8,train
8426,O=C(Nc1ccc(Cl)cc1)c1cccc([N+](=O)[O-])c1O,2.16,train
8427,Cc1c(I)c(=O)n(-c2ccccc2)n1C,1.27,train
8428,NC(=O)NNC(=O)c1ccccc1,-0.5,train
8429,CCOC(=O)c1ccc(C#N)cc1,1.87,train
8430,O=[N+]([O-])OCC(O)CO[N+](=O)[O-],0.71,train
8431,N=c1[nH]cc(Cc2cc3c(cc2Br)OCO3)c(=N)[nH]1,2.48,train
8432,CN(C)N=Nc1ccccc1C(=O)NN,1.28,train
8433,Cc1cccc(C)c1NC(=O)CCN,0.62,train
8434,OC(Cn1ccnc1)(c1ccc(F)cc1)c1ccc(Br)cc1,3.42,train
8435,CCCCNC(=S)N(C)/N=C/c1ccc(OCc2ccc(Cl)cc2)c(OC)c1,6.8,train
8436,Cc1c(N2CCOCC2)c(=O)n(-c2ccccc2)c(=O)n1C,0.69,train
8437,O=C1C=NC(c2ccccc2)c2cc(F)ccc2N1,2.32,train
8438,COC(=O)CCCc1ccccc1,2.77,train
8439,Cc1ccc(SCCNc2ccccc2C(N)=O)cc1,3.15,train
8440,O=C(CCBr)N1CCN(C(=O)CCBr)CC1,0.42,train
8441,COc1ccc(OCC(=O)O)cc1,1.23,train
8442,C#CCOc1cc(OC(=O)N2CCCC2)c(Cl)cc1Cl,3.82,train
8443,CNC(=O)Oc1ccc(Cl)c(Cl)c1,2.8,train
8444,Cc1ccc2c(C)cccc2c1,4.44,train
8445,CC(=O)Nc1c(F)cccc1F,0.69,train
8446,NC(=O)Cc1ccsc1,0.31,train
8447,Cc1ccc(-c2c(C#N)c(Sc3c(C)[nH]n(-c4ccccc4)c3=O)[nH]c(=N)c2C#N)cc1,4.99,train
8448,Nc1cnc2ccccc2c1,1.63,train
8449,CC(=O)NC(Cc1ccc(O)cc1)C(=O)NC(Cc1ccccc1)C(N)=O,0.54,train
8450,CC(=O)Oc1ccc(CC=NC=O)cc1,1.32,train
8451,COc1nc(=NC(=O)NS(=O)(=O)c2ccccc2Cl)nc(C)[nH]1,2.0,train
8452,CCN=c1[nH]c(Cl)nc(=NCC2CC2)[nH]1,2.85,train
8453,Cc1nc(Br)c([N+](=O)[O-])n1C,0.87,train
8454,Cc1cc(O)ccc1[N+](=O)[O-],2.48,train
8455,c1ccc(C2CNCCO2)cc1,1.11,train
8456,Cc1ccc(C(=O)N2CCCCC2)cc1,2.8,train
8457,O=C(O)COc1cccc(Cl)c1,2.03,train
8458,O=NN(CCCl)C(=O)NC1(C(=O)O)CCCC1,2.01,train
8459,OCC1c2ccccc2-c2ccccc21,2.89,train
8460,c1ccc(C2CCNCC2)cc1,2.39,train
8461,Cc1ccc2c(c1)C(NC(=O)CN1CCCC1)CO2,2.24,train
8462,Cn1c(C(C#N)C(=O)C(Sc2ccccc2)c2ccccc2)nc2ccccc21,5.28,train
8463,Cc1cc(Br)cc(C)c1C#[N+][O-],3.63,train
8464,CNC(=O)Oc1ccc(C(=O)OC)cc1,1.5,train
8465,CC(C)(C)C1(O)CCN2CC3c4ccccc4CCc4cccc(c43)C2C1,5.2,train
8466,NC(CCc1ccccc1)C(=O)O,-1.2,train
8467,CCC(=O)OC(C(=O)NC12CC3CC(CC(C3)C1)C2)c1ccccc1,3.72,train
8468,O=C(O)Cc1sc(-c2ccccc2)nc1-c1ccc(Cl)cc1,5.19,train
8469,CCN(CC)c1cc(C(=O)NN)ccn1,1.12,train
8470,CC(=O)NNC(=O)Nc1ccc(I)cc1,1.65,train
8471,N=C1C(=O)c2ccccc2C(=O)C1Cl,2.12,train
8472,CC(=O)Nc1cccc(OCC(=O)O)c1,0.48,train
8473,Cn1c(SC=C2CSC3C(NC(=O)Cc4cccs4)C(=O)N3C2C(=O)O)n[nH]c(=O)c1=O,-0.52,train
8474,O=Cc1ccc(F)cc1,1.54,train
8475,Clc1ccc(Br)cc1,3.54,train
8476,CCCCNC(=O)n1cc(F)c(=O)[nH]c1=O,1.44,train
8477,CCN(CC)CCNC(=O)c1ccccc1,1.99,train
8478,CC(=O)NNC(=O)Nc1ccc([N+](=O)[O-])cc1,0.77,train
8479,Cc1ncc([N+](=O)[O-])n1CCSC(=S)N(C)C,1.28,train
8480,O=C(Nc1ccc(Cl)cc1[N+](=O)[O-])c1cc(Cl)cc(Cl)c1O,5.08,train
8481,Clc1c(Cl)c(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,8.27,train
8482,COc1c(Cl)cc(Cc2c[nH]c(=N)[nH]c2=N)cc1Cl,2.78,train
8483,CCOc1cc(-c2nnc(-c3ccco3)o2)cc(OCC)c1OCC,3.96,train
8484,NC(=O)c1ccccc1OCc1ccc([N+](=O)[O-])cc1,1.73,train
8485,N#Cc1c(SCC(=O)OCc2ccccc2)nsc1SCC(=O)OCc1ccccc1,5.6,train
8486,CC(C)OC(=O)C(O)(c1ccc(Br)cc1)c1ccc(Br)cc1,5.4,train
8487,CCCCCCN,2.06,train
8488,CCC(CC)C(=O)NS(=O)(=O)c1ccc(C)cc1[N+](=O)[O-],2.67,train
8489,CC(=O)c1ccc(O)cc1,1.35,train
8490,CCS(=O)c1cnc2ccccc2n1,2.29,train
8491,CN(C)C(=O)COC(=O)c1cc(S(N)(=O)=O)c(Cl)cc1NCc1ccco1,1.18,train
8492,N=c1ccn(C2C=C(CO)C(O)C2O)c(=O)[nH]1,-2.45,train
8493,COc1ccc(OCCN(C)C)cc1,1.23,train
8494,CC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NCC(=O)NC(Cc1ccccc1)C(N)=O,0.99,train
8495,COc1cccc(COC(=O)N(C)C)c1,2.09,train
8496,CCN=c1nc(Cl)[nH]c(=NCC)[nH]1,2.18,train
8497,C=CCc1csc(-c2ccc(C(C)C(=O)O)cc2)n1,4.11,train
8498,CCc1cccc(N(C(C)=O)c2ccccc2)c1,3.47,train
8499,CCOc1ccccc1,2.51,train
8500,CN(C)C=C1OC(=O)C(C#N)=C1c1ccccc1,1.07,train
8501,CCCCCN1C(=O)CC2CCC(C)C3CCC4(C)OOC23C1O4,4.24,train
8502,O=C1C=NC(c2ccccc2)c2ccccc2N1,2.18,train
8503,NC(=O)C1CCCN1C(=O)C(Cc1cn(C(=O)OCc2ccccc2)cn1)NC(O)c1ccc(O)[nH]1,-0.11,train
8504,CC(=O)Nc1cc(Cl)cc(C(F)(F)F)c1F,3.15,train
8505,Cc1cn(C2CC(N=[N+]=[N-])C(COC(=O)CCNC(=O)C34CC5CC(CC(C5)C3)C4)O2)c(=O)[nH]c1=O,2.14,train
8506,COC(=O)N(C)SN(C)C(=O)ON=C(C)SC,1.4,train
8507,ClC(Cl)(Cl)Cl,2.83,train
8508,O=[N+]([O-])c1ccc2[nH]nnc2c1,1.95,train
8509,CC(C(=O)O)c1ccc(-c2nccs2)c([N+](=O)[O-])c1,2.06,train
8510,CCCCCOC(N)=O,1.35,train
8511,O=C(NC[C@@H]1CCCO1)c1sc2ccccc2c1Cl,3.56,train
8512,Clc1ccc(Cl)c(Oc2ccccc2)c1,5.13,train
8513,CCC(C)Nc1c([N+](=O)[O-])cc(C(C)(C)C)cc1[N+](=O)[O-],4.93,train
8514,O=C(O)C1CCCCC1,1.96,train
8515,CCOc1[nH]cnc(=NS(=O)(=O)c2ccc(N)cc2)c1OC,1.18,train
8516,Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1,-0.24,train
8517,CCCCCCCCC(=O)O,3.42,train
8518,CN(CCNCCc1ccc(O)c2[nH]c(=O)sc12)C(=O)CCOCCc1ccccc1,1.52,train
8519,CC(=O)Nc1c(C)cccc1C,1.07,train
8520,CC(=O)OC(OC(C)=O)c1ccccc1,1.62,train
8521,Cc1ncc([N+](=O)[O-])n1CCNC(=O)OC(C)C,0.88,train
8522,CC1=CC(=O)C=C(Br)C1=O,1.21,train
8523,O=[N+]([O-])c1ccco1,0.66,train
8524,O=C(Cc1ccccc1)Nc1cccc(Cl)c1,3.61,train
8525,Oc1ccc(C(c2ccncc2)c2ccc(O)cc2)cc1,3.24,train
8526,CC(=O)NCC(=O)NC(C(N)=O)C(C)C,-1.33,train
8527,N=c1[nH]ccc2ccccc12,1.9,train
8528,CC(=O)Nc1cccc(Br)c1,2.31,train
8529,C[C@H]1CCc2[nH]c(=NC(=O)c3ccc(F)c(F)c3)sc2C1,4.79,train
8530,c1ccc(N2CCCC2)cc1,3.56,train
8531,Clc1cc(Cl)nc(Cl)c1,2.68,train
8532,COC(=O)c1ccccc1CS(=O)(=O)N=c1nc(OC)cc(OC)[nH]1,2.4,train
8533,O=C1C(=O)N(c2ccccc2)C(=O)c2ccccc21,1.14,train
8534,O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,5.25,train
8535,Nc1ccc(S(=O)(=O)c2ccc(O)cc2)cc1,1.57,train
8536,O=C1C[N+]([O-])=C(c2ccccc2)c2cc(Cl)ccc2N1CCO,0.82,train
8537,COc1cc(Cl)cc(Cl)c1,3.8,train
8538,CC1CCCC(C)N1,1.53,train
8539,CC(=O)c1sc(S(C)=O)c(-c2ccccc2)c1C,3.26,train
8540,CN(C=O)c1ccc(S(=O)(=O)N(C)C)cc1,0.4,train
8541,CC(=O)Oc1ccccc1C(=O)O,1.1,train
8542,CCCCc1ccc(C(=O)OCCN(C)C)cc1,4.06,train
8543,COc1cc(C(=O)Nc2ccc3nn(C)nc3c2)cc(OC)c1OC,2.38,train
8544,CCN=c1[nH]c(Cl)nc(=NC(C)(C)C)[nH]1,3.21,train
8545,O=C(O)CCC1=NS(=O)(=O)c2ccc(Cl)cc2N1,0.72,train
8546,CN(C)CCC=C1c2ccccc2COc2ccccc21,4.29,train
8547,CCC(C)CC(=O)OCC1CCC(n2cnc3c(=O)[nH]cnc32)O1,1.0,train
8548,CC1(C)SC2C(NC(=O)C(Cl)c3ccccc3)C(=O)N2C1C(=O)O,2.3,train
8549,CCN1C(=O)C(=O)c2cc(OC)c(OC)cc2C1=O,1.31,train
8550,C=CCN(N=O)C(=O)NCCCCC(NC(C)=O)C(=O)NCc1ccccc1,1.62,train
8551,CCOP(=O)(OCC)SCS(=O)CC,1.78,train
8552,ClCCN(CCCl)c1ccccc1,2.9,train
8553,CCN(CC)CCNC(=O)c1cc([N+](=O)[O-])c(N)cc1OC,2.11,train
8554,C=CCNC(=O)NCCCCC(NC(C)=O)C(=O)NCc1ccccc1,0.76,train
8555,NNc1ccc(Br)cc1,1.39,train
8556,N=c1cncc(Cl)[nH]1,0.95,train
8557,Cc1cccc([N+]([O-])=NC#N)c1,2.49,train
8558,CCC(CC)C(=O)NS(=O)(=O)c1cc([N+](=O)[O-])cc(C(F)(F)F)c1,3.57,train
8559,NC(=O)C1CSC(c2oc(CO)c(O)c2O)N1,-1.73,train
8560,Cn1nnc2ccccc2c1=O,0.84,train
8561,CCC(C(N)=O)c1ccc(-n2sc3ccccc3c2=O)cc1,2.58,train
8562,CC(=O)OC1CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(c7coc(O)c7)CCC65O)C4)OC3C)OC2C)OC(C)C1OC1OC(CO)C(O)C(O)C1O,1.23,train
8563,COc1ccc(N=c2snc3sc(S(N)(=O)=O)nn23)cc1,2.93,train
8564,Nc1cccc2cccnc12,1.79,train
8565,N#Cc1ccc(C(N)=O)cc1,0.48,train
8566,COc1cccc(OC)c1C(N)=O,-0.22,train
8567,Cc1cc(=NN)[nH]cn1,0.62,train
8568,CCCC(C(=O)OCC)n1nnc2ccccc21,2.82,train
8569,CC(=O)Nc1c([N+](=O)[O-])cccc1[N+](=O)[O-],0.56,train
8570,OCc1ccc(O)cc1,0.25,train
8571,O=C(Cn1cnnn1)NC1C(=O)N2C(C(=O)O)=C(CSc3nncs3)CSC12,-0.67,train
8572,C=c1[nH]cc(CO)c(=CNNC(=O)c2ccncc2)c1=O,1.14,train
8573,O=C(O)CCCCN1C(=O)C=CC1=O,0.6,train
8574,COCCn1c(C)cc(C(=O)CSc2ncnc3sc(C)c(C)c23)c1C,4.59,train
8575,CC(=O)Nc1ccc(C(C)(C)C)cc1,3.05,train
8576,CCc1cccc(OCC(=O)O)c1,2.25,train
8577,C#CCOc1c(Cl)cc(N=CNOCc2ccccc2)cc1Cl,4.2,train
8578,CON=C(C(=O)NC1C(=O)N2C(C(=O)OC3OC(=O)c4ccccc43)=CCSC12)c1csc(=N)[nH]1,1.28,train
8579,Oc1ccc(O)c2ncccc12,1.42,train
8580,NC(=O)Cn1nc2ccccc2n1,0.28,train
8581,O=C(O)C1C2CCC(O2)C1C(=O)O,1.91,train
8582,COc1cccnn1,0.08,train
8583,CCCCCCCCCCC(CC)c1ccccc1,8.65,train
8584,O=C1CC(Oc2cccc(C(=O)OCc3ccccc3)c2)N1,2.83,train
8585,O=[N+]([O-])CC1=NCCN1CCc1ccc(Cl)nc1,-0.23,train
8586,CC(C)CCCCCCCOP(=O)(Oc1ccccc1)Oc1ccccc1,5.44,train
8587,CSc1scc(-c2cccs2)c1C#N,3.69,train
8588,O=C1CC(c2ccc(C(F)(F)F)cc2)Cc2c1c(=O)c1cc(Cl)ccc1n2O,3.46,train
8589,O=Cc1ccc[nH]1,0.64,train
8590,Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],1.98,train
8591,O=S(=O)(Oc1ccccc1)c1ccccc1,3.06,train
8592,Cc1cccc2c(C)cccc12,4.38,train
8593,CC(=O)N=c1[nH]c2cc3sc(=NC(C)=O)[nH]c3cc2s1,3.13,train
8594,CCCCC(CC)C(=O)O,2.64,train
8595,CC1=C2CC(C(=O)C1)C2(C)C,2.23,train
8596,CCOc1ccc(NC(=O)OCC(C)C)cc1OCC,3.36,train
8597,O=S(=O)(CF)Nc1ccc(Cl)cc1,2.25,train
8598,CCOC(C(=O)OCc1ccccc1)C(C)C,3.29,train
8599,Clc1cc2c(c(Cl)c1Cl)Oc1c(Cl)cccc1O2,6.39,train
8600,Fc1cccc(F)c1NC1=NCCN1,0.93,train
8601,N#Cc1cccc(-n2c(O)ccc2O)c1,0.02,train
8602,O=CNc1ccc(F)cc1,1.27,train
8603,O=[N+]([O-])c1ccccc1F,1.69,train
8604,Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)n(-c2cccc(CN)c2)n1,1.7,train
8605,c1ccc2cnccc2c1,2.08,train
8606,COC(OC)(OC)c1ccccc1,2.27,train
8607,CNS(=O)(=O)c1ccc(N)cc1,-0.01,train
8608,CCCOn1c(=O)c(Br)c(C)n(C)c1=O,0.72,train
8609,Cc1cccc(Cl)c1C(N)=O,0.89,train
8610,CC(C)CC(N)C(=O)NC(C)C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)O,-1.78,train
8611,O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,1.55,train
8612,Oc1c(Cl)cc(Cl)c(Cl)c1Cl,4.45,train
8613,O=C1C=NC(c2ccccc2)c2ccc(C(F)(F)F)cc2N1,3.18,train
8614,CC(C)(C)NC(=O)C1CN(S(=O)(=O)c2cccc3cccnc23)CCN1CC(O)CC(Cc1ccccc1)C(=O)NC1c2ccccc2CC1O,3.7,train
8615,CCOc1ccc(-c2n[nH]c(=NC(=O)c3c(OC)cccc3OC)s2)cc1,3.75,train
8616,N#CCC#N,-0.6,train
8617,N#CCCCCCCCCC#N,1.75,train
8618,O=c1cc[nH]c2ccccc12,0.58,train
8619,CC(C)OC(=O)C1(S(=O)(=O)c2ccc([N+](=O)[O-])cc2)CCC1,2.36,train
8620,CCOC(C)OCC,0.84,train
8621,CC(C)c1nnc(N2CCOCC2)n(N)c1=O,0.49,train
8622,CS(=O)(=O)CC#N,-1.42,train
8623,NS(=O)(=O)c1ccc(S(=O)(=O)CCCCO)c(F)c1,-0.26,train
8624,CCOP(=S)(OCC)Oc1ccc(SC)cc1Cl,4.4,train
8625,c1ccc2ncccc2c1,2.03,train
8626,CCC(C)C(NC(C)=O)C(=O)NC,0.14,train
8627,CCN(CCO)c1ccccc1,2.1,train
8628,CSC(C)=NOC(=O)N(C)SN(C)C(=O)c1c(Cl)cccc1Cl,2.6,train
8629,CC(C)C(NC(=O)C(N)CCC(N)=O)C(=O)O,-1.85,train
8630,COC1CC(OC2CCC3(C)C(CCC4C3CCC3(C)C(c5coc(O)c5)C(OC(C)=O)CC43OC(C)=O)C2)OC(C)C1O,2.95,train
8631,CCC1OC(=O)CC(O)C(C)C(OC2OC(C)C(OC3CC(C)(O)C(O)C(C)O3)C(N(C)C)C2O)C(CC=O)CC(C)C(=O)C=CC(C)=CC1COC1OC(C)C(O)C(OC)C1OC,1.63,train
8632,S=C=Nc1ccc2cc3ccccc3cc2c1,5.7,train
8633,CC(=O)OCCBr,1.11,train
8634,N=c1nc(-c2ccccc2)c2ccccc2[nH]1,2.95,train
8635,CC(=O)Nc1cc(C)c(Br)c(C)c1,3.28,train
8636,S=C=Nc1ccc(N=Nc2ccccc2)cc1,5.55,train
8637,c1ccc(-c2ccc(=NCCN3CCOCC3)[nH]n2)cc1,1.85,train
8638,CC(C)NNC(=O)C(C)(C)Oc1ccccc1,1.88,train
8639,O=C(O)CC(O)(CC(=O)O)C(=O)O,-1.72,train
8640,COP(=O)(C=C(Cl)Cl)OC,1.4,train
8641,CCC(O)CCC(F)(F)F,1.7,train
8642,NC(=O)c1cc(-n2c(O)c3c(c2O)CC=CC3)ccc1N1CCCCC1,3.68,train
8643,CC(=O)NC(C(=O)NC(C)C(N)=O)C(C)C,-1.14,train
8644,CN(C)CCC=Cc1cccnc1,1.68,train
8645,Cc1[nH]cnc1CSCCNc1cccc(=O)[nH]1,0.79,train
8646,O=C(O)C=Cc1ccc(O)cc1,1.79,train
8647,O=[N+]([O-])c1ccc2c(c1)Cc1ccccc1-2,3.37,train
8648,CC(=O)c1csc2ccccc12,2.78,train
8649,COc1ccccc1N=NN(C)C,2.34,train
8650,CN(C)C(=O)OCCCc1ccccc1,2.93,train
8651,FS(F)(F)(F)(F)F,1.68,train
8652,CN(C)C=Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1,-1.68,train
8653,COC1=CC23CCCN2CCc2cc4c(cc2C3C1O)OCO4,0.84,train
8654,NCCCCC(N)C(=O)O,-3.05,train
8655,CC1OC(OC2C(O)CC(OC3CCC4(C)C(CCC5C4CCC4(C)C(c6coc(O)c6)CCC54O)C3)OC2C)CC(O)C1O,2.15,train
8656,Oc1c(CSCc2ccccc2)[nH]c(=S)n1C1CCCCC1,4.58,train
8657,CNC(=O)Oc1cccc(OC(C)C)c1,1.96,train
8658,CN1CCN(C)CC1,-0.4,train
8659,CC(=O)NCC(=O)NC(CC(C)C)C(N)=O,-0.78,train
8660,Cn1c2ccccc2n2c3nc(C#N)c(C#N)nc3c(C#N)c12,3.61,train
8661,CCC(CC)C(=O)NS(=O)(=O)c1ccc(Cl)cc1N,2.53,train
8662,CNC(=O)NN,-2.2,train
8663,COC(=O)C12OCC34C(CC5C(C)C(=O)C(=O)CC5(C)C3C(O)C1O)OC(=O)C(OC(=O)C=C(C)C(C)C)C24,1.66,train
8664,O=C(CCl)Nc1ccc2nn(C3CCCC3)nc2c1,2.78,train
8665,O=[N+]([O-])c1ccc(Cl)c(Cl)c1,3.12,train
8666,COc1cc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc(OC)c1OC,2.29,train
8667,CCN(CC)CCSC(=NO)c1nc(-c2ccccc2)no1,2.88,train
8668,COP(=O)(NC(C)=O)SC,-0.85,train
8669,COc1ccc([C@H]2C(C(=O)Nc3ccc(F)cc3F)c3cc(OC)c(OC)cc3C(=O)N2C)cc1OC,3.66,train
8670,COCCOCCOc1ccccc1OCCOCCOC,0.76,train
8671,COc1ccccc1Oc1ccccc1,2.92,train
8672,O=C(O)CCCCOc1cccc2ccccc12,4.0,train
8673,O=[N+]([O-])c1ccc2ncccc2c1,1.82,train
8674,O=c1[nH]c2c(O)ccc(CCNCCCCCCS(=O)(=O)CCc3ccccc3)c2s1,1.44,train
8675,O=C(O)COc1ccccc1Cl,1.86,train
8676,O=c1cc[nH]c(=S)[nH]1,-0.28,train
8677,c1cc2snnc2c2c1CCNC2,1.35,train
8678,Brc1cc(Br)c(Oc2cc(Br)c(Br)c(Br)c2)cc1Br,7.4,train
8679,CNC(=O)Oc1cccc(C=O)c1,0.92,train
8680,CNC(=O)Oc1cccc(F)c1,1.48,train
8681,BrC1CC2CCC1C2,3.54,train
8682,CC(C)Oc1ccc(C(=O)c2ccc3n2CCC3C(=O)O)cc1,3.38,train
8683,CCS(=O)(=O)c1cccnc1S(=O)(=O)NC(=O)N=c1nc(OC)cc(OC)[nH]1,0.29,train
8684,COc1ccc(O)c2nccc(C)c12,2.75,train
8685,CC(C)C1(C)C(=O)NC(=O)NC1=O,0.54,train
8686,Clc1ccc(Cl)c(NC2=NCCN2)c1Cl,2.46,train
8687,N#CN=[N+]([O-])c1cccc([N+](=O)[O-])c1,1.45,train
8688,FC(F)(F)c1nc2ccncc2[nH]1,0.94,train
8689,O=C(OCn1ncc2c(=O)[nH]cnc21)c1cccnc1,0.27,train
8690,CC(=O)C1(O)C(C)CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC21C,2.35,train
8691,CCc1ccc(C)c(C)c1,4.5,train
8692,COc1c(Cl)c(Cl)c(Cl)c(Cl)c1OC,4.86,train
8693,CCc1ccc(CC)cc1,4.58,train
8694,Nc1ccc(S(=O)(=O)c2ccccc2N)cc1,1.56,train
8695,CCCCCN(CCCCC)N=O,3.86,train
8696,CCCCN(SN(C)C(=O)ON=C(C)SC)C(=O)OC,2.5,train
8697,COc1cccc2cccnc12,1.84,train
8698,CC(=O)OCCCN=c1ccc(-c2ccncc2)c[nH]1,2.42,train
8699,NNC(=O)Nc1ccccc1,0.16,train
8700,O=C(OCn1ncc2c(=O)[nH]cnc21)c1cccc(Cn2ccnc2)c1,0.97,train
8701,COc1cccc(-c2cn3c4c(=O)n(C)c(=O)n(C)c4nc3n2-c2cccc(C)c2)c1,4.16,train
8702,CSCCCOc1ccc([N+](=O)[O-])cc1,3.24,train
8703,CC(C)(C)NCCO,0.41,train
8704,Clc1ccc(Cl)c(-c2c(Cl)ccc(Cl)c2Cl)c1Cl,7.12,train
8705,O=C1C(=O)c2ccccc2-c2ccccc21,2.52,train
8706,CC1(C)N=C(N)N=C(N)N1c1cccc(COc2ccccc2)c1,1.86,train
8707,C=CCC1(C(C)CCC)C(=O)NC(=S)NC1=O,3.23,train
8708,CCCCNC(=O)c1cc(Br)cc(C)c1O,4.21,train
8709,COC(=O)COc1cc2occ(-c3csc(C)n3)c(=O)c2cc1C,3.9,train
8710,CNC1CCc2cc(OC)c(OC)c(OC)c2-c2ccc(OC)c(=O)cc21,1.37,train
8711,CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1ccc(Br)cc1,3.66,train
8712,O=C(O)c1ccc(C(F)(F)F)cc1,3.1,train
8713,CN(C)C(=O)SCCCCOc1ccccc1,3.28,train
8714,O=C(O)c1cccc(Cl)n1,1.5,train
8715,O=[N+]([O-])c1ccc(CCBr)cc1,2.9,train
8716,Cc1nnc(C)s1,0.03,train
8717,CC(=O)OC=C1CSC2C(NC(=O)Cc3cccs3)C(=O)N2C1C(=O)O,0.0,train
8718,CCCCCCCCOC(=O)c1cc(O)c(O)c(O)c1,3.66,train
8719,CCC(=O)c1c(O)cc(C(O)O[Ca])cc1O,-2.9,train
8720,COc1cc(CCO)ccc1O,0.47,train
8721,N#CCc1nc(-c2ccc3c(c2)OCCCO3)cs1,2.68,train
8722,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,1.74,train
8723,Cc1cc[nH]c(=O)n1,-1.45,train
8724,CNC(=O)Oc1cc(C)cc(C(C)(C)C)c1,3.35,train
8725,CCn1cccc(O)c1=O,0.2,train
8726,COC(=O)c1ccc(Br)c(S(=O)(=O)N2CCCCC2)c1,3.66,train
8727,Cc1c[nH]c(=NC(=O)C2C(=O)c3ccccc3S(=O)(=O)N2C)s1,3.43,train
8728,ClCC1(CCl)C2C(Cl)C(Cl)C1(C(Cl)Cl)C(Cl)C2Cl,5.57,train
8729,CCC(C(=O)OCc1ccccc1)C(COC(=O)Cc1ccccc1)Cc1cncn1C,4.0,train
8730,CCOC(=O)c1[nH]cnc1N=NN(C)C,0.44,train
8731,CCCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,0.23,train
8732,Clc1ccc(-c2c(Cl)ccc(Cl)c2Cl)c(Cl)c1Cl,7.04,train
8733,Clc1ccc(-c2c(Cl)cccc2Cl)cc1,5.75,train
8734,CCCCc1ccc(NC(C)=O)c([N+](=O)[O-])c1,3.1,train
8735,C#CCOc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl,3.95,train
8736,C1C2C3C2C2C1C32,2.9,train
8737,OCCCCCn1nc2ccccc2n1,2.09,train
8738,Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)cc1Cl,7.6,train
8739,CCCCCC(=O)N(C)c1ccc(S(=O)(=O)N(C)C)cc1,2.16,train
8740,CCc1c(O)[nH]c(=O)n(C)c1=O,0.15,train
8741,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,-0.35,train
8742,CC(=O)C=Cc1ccccc1Cl,2.85,train
8743,O=c1[nH]c(=O)n(C2OC(CO)CC2F)cc1Cl,-0.28,train
8744,NC(Cc1ccccc1)C(=O)O.NCCCCC(N)C(=O)O,0.14,train
8745,N#CC(=Cc1ccccc1)C(=O)Nc1ccccc1,3.41,train
8746,N#Cc1cccc(C(=O)O)c1,1.48,train
8747,CC(C)NCc1ccccc1,1.83,train
8748,Cc1cc(C)n2nc(SC(C)C(=O)NCC(=O)Nc3ccc(F)c(F)c3F)nc2n1,2.18,train
8749,CNCCc1ccccc1,1.91,train
8750,CCCC12CC3CC(CC(N)(C3)C1)C2,3.76,train
8751,CC(=O)OC1C=CC2C3Cc4ccc(O)c5c4C2(CCN3C)C1O5,1.55,train
8752,COc1ccc2cc(CC(=O)OCC(=O)N(C(C)C)C(C)C)ccc2c1,3.89,train
8753,N#CC(CCN1CCC(C(N)=O)(N2CCCCC2)CC1)(c1ccccc1)c1ccccc1,3.91,train
8754,OCc1cccc(C(F)(F)F)c1,2.24,train
8755,CC(C)(C)C(=O)c1ccccc1,3.0,train
8756,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,2.79,train
8757,CC1CC2C3CC(F)=C4CC(=O)C(Cl)=CC4(C)C3(Cl)C(O)CC2(C)C1(O)C(=O)COC(=O)C(C)(C)C,4.73,train
8758,CC(CO)CC(F)(F)F,1.39,train
8759,NN=c1[nH]ncc2ccccc12,1.0,train
8760,CN1C(=O)CN=C(c2ccccc2F)c2cc(I)ccc21,3.14,train
8761,Cc1c(CNc2ccccc2)cnc2[nH]c(=N)[nH]c(=N)c12,2.02,train
8762,CCN1CC(C(O)C(CC2CCCCC2)NC(=O)C(Cc2c[nH]cn2)NC(=O)C(Cc2ccc(OC)cc2)NC(=O)N(C)CC(O)CO)OC1=O,1.42,train
8763,Clc1cc(Cl)c2c(oc3c(Cl)cccc32)c1Cl,6.31,train
8764,Cc1cc(C)c2c(c1)=C(c1ccccc1)NCC(=O)N=2,2.94,train
8765,CCCOC(=O)Nc1ccc(OCC)c(OCC)c1,2.93,train
8766,CCCCS,2.28,train
8767,O=C(Nc1ccc2nn(C3CCCCC3)nc2c1)c1ccc(Cl)c(Cl)c1,5.85,train
